Batch, Algorithm, Group, Mean, Samples, Variance
887, bandit, test, 0.203591, 31917, 0.162147
888, ab, control, 0.395762, 35486, 0.239141
888, bandit, control, 0.403003, 56950, 0.240596
888, ab, test, 0.199143, 53414, 0.159488
888, bandit, test, 0.203631, 31950, 0.162170
889, ab, control, 0.395761, 35529, 0.239141
889, bandit, control, 0.402975, 57016, 0.240590
889, ab, test, 0.198968, 53471, 0.159383
889, bandit, test, 0.203696, 31984, 0.162209
890, ab, control, 0.395777, 35568, 0.239144
890, bandit, control, 0.403017, 57082, 0.240598
890, ab, test, 0.198965, 53532, 0.159381
890, bandit, test, 0.203667, 32018, 0.162192
891, ab, control, 0.395822, 35612, 0.239154
891, bandit, control, 0.402901, 57148, 0.240576
891, ab, test, 0.198888, 53588, 0.159334
891, bandit, test, 0.203669, 32052, 0.162193
892, ab, control, 0.395831, 35644, 0.239156
892, bandit, control, 0.402933, 57218, 0.240582
892, ab, test, 0.198915, 53656, 0.159351
892, bandit, test, 0.203759, 32082, 0.162246
893, ab, control, 0.395818, 35678, 0.239153
893, bandit, control, 0.402951, 57275, 0.240586
893, ab, test, 0.198913, 53722, 0.159350
893, bandit, test, 0.203642, 32125, 0.162177
894, ab, control, 0.395672, 35719, 0.239122
894, bandit, control, 0.402926, 57343, 0.240581
894, ab, test, 0.198955, 53781, 0.159375
894, bandit, test, 0.203564, 32157, 0.162131
895, ab, control, 0.395660, 35758, 0.239120
895, bandit, control, 0.402871, 57408, 0.240570
895, ab, test, 0.198934, 53842, 0.159362
895, bandit, test, 0.203560, 32192, 0.162128
896, ab, control, 0.395776, 35798, 0.239144
896, bandit, control, 0.402906, 57465, 0.240577
896, ab, test, 0.198824, 53902, 0.159296
896, bandit, test, 0.203537, 32235, 0.162114
897, ab, control, 0.395730, 35830, 0.239134
897, bandit, control, 0.402868, 57530, 0.240570
897, ab, test, 0.198740, 53970, 0.159245
897, bandit, test, 0.203440, 32270, 0.162057
898, ab, control, 0.395690, 35869, 0.239126
898, bandit, control, 0.402854, 57594, 0.240567
898, ab, test, 0.198793, 54031, 0.159277
898, bandit, test, 0.203430, 32306, 0.162051
899, ab, control, 0.395717, 35907, 0.239132
899, bandit, control, 0.402730, 57659, 0.240543
899, ab, test, 0.198806, 54093, 0.159285
899, bandit, test, 0.203426, 32341, 0.162049
900, ab, control, 0.395699, 35944, 0.239128
900, bandit, control, 0.402703, 57715, 0.240537
900, ab, test, 0.198796, 54156, 0.159279
900, bandit, test, 0.203489, 32385, 0.162086
901, ab, control, 0.395792, 35981, 0.239147
901, bandit, control, 0.402759, 57779, 0.240548
901, ab, test, 0.198750, 54219, 0.159251
901, bandit, test, 0.203479, 32421, 0.162080
902, ab, control, 0.395841, 36022, 0.239158
902, bandit, control, 0.402770, 57837, 0.240550
902, ab, test, 0.198718, 54278, 0.159232
902, bandit, test, 0.203524, 32463, 0.162107
903, ab, control, 0.395746, 36056, 0.239138
903, bandit, control, 0.402660, 57905, 0.240529
903, ab, test, 0.198734, 54344, 0.159242
903, bandit, test, 0.203508, 32495, 0.162098
904, ab, control, 0.395673, 36098, 0.239122
904, bandit, control, 0.402605, 57970, 0.240518
904, ab, test, 0.198724, 54402, 0.159236
904, bandit, test, 0.203504, 32530, 0.162095
905, ab, control, 0.395584, 36139, 0.239104
905, bandit, control, 0.402598, 58038, 0.240517
905, ab, test, 0.198656, 54461, 0.159195
905, bandit, test, 0.203397, 32562, 0.162031
906, ab, control, 0.395538, 36176, 0.239094
906, bandit, control, 0.402681, 58103, 0.240533
906, ab, test, 0.198646, 54524, 0.159189
906, bandit, test, 0.203393, 32597, 0.162029
907, ab, control, 0.395493, 36208, 0.239085
907, bandit, control, 0.402713, 58168, 0.240539
907, ab, test, 0.198619, 54592, 0.159172
907, bandit, test, 0.203389, 32632, 0.162027
908, ab, control, 0.395436, 36241, 0.239073
908, bandit, control, 0.402847, 58228, 0.240566
908, ab, test, 0.198595, 54659, 0.159158
908, bandit, test, 0.203416, 32672, 0.162043
909, ab, control, 0.395375, 36282, 0.239060
909, bandit, control, 0.403009, 58294, 0.240597
909, ab, test, 0.198545, 54718, 0.159128
909, bandit, test, 0.203602, 32706, 0.162153
910, ab, control, 0.395380, 36322, 0.239061
910, bandit, control, 0.402947, 58360, 0.240585
910, ab, test, 0.198583, 54778, 0.159151
910, bandit, test, 0.203665, 32740, 0.162191
911, ab, control, 0.395315, 36371, 0.239048
911, bandit, control, 0.402964, 58427, 0.240588
911, ab, test, 0.198581, 54829, 0.159150
911, bandit, test, 0.203796, 32773, 0.162268
912, ab, control, 0.395403, 36416, 0.239066
912, bandit, control, 0.402862, 58494, 0.240568
912, ab, test, 0.198582, 54884, 0.159150
912, bandit, test, 0.203774, 32806, 0.162255
913, ab, control, 0.395480, 36457, 0.239082
913, bandit, control, 0.402811, 58566, 0.240558
913, ab, test, 0.198569, 54943, 0.159143
913, bandit, test, 0.203874, 32834, 0.162314
914, ab, control, 0.395467, 36486, 0.239079
914, bandit, control, 0.402760, 58618, 0.240549
914, ab, test, 0.198604, 55014, 0.159163
914, bandit, test, 0.203820, 32882, 0.162282
915, ab, control, 0.395390, 36531, 0.239063
915, bandit, control, 0.402693, 58680, 0.240535
915, ab, test, 0.198605, 55069, 0.159164
915, bandit, test, 0.203858, 32920, 0.162305
916, ab, control, 0.395440, 36577, 0.239074
916, bandit, control, 0.402696, 58754, 0.240536
916, ab, test, 0.198556, 55123, 0.159134
916, bandit, test, 0.203758, 32946, 0.162245
917, ab, control, 0.395456, 36621, 0.239077
917, bandit, control, 0.402734, 58818, 0.240543
917, ab, test, 0.198663, 55179, 0.159199
917, bandit, test, 0.203717, 32982, 0.162221
918, ab, control, 0.395368, 36657, 0.239059
918, bandit, control, 0.402626, 58876, 0.240522
918, ab, test, 0.198758, 55243, 0.159256
918, bandit, test, 0.203761, 33024, 0.162247
919, ab, control, 0.395388, 36688, 0.239063
919, bandit, control, 0.402593, 58938, 0.240516
919, ab, test, 0.198781, 55312, 0.159270
919, bandit, test, 0.203678, 33062, 0.162198
920, ab, control, 0.395458, 36727, 0.239078
920, bandit, control, 0.402668, 58999, 0.240531
920, ab, test, 0.198779, 55373, 0.159269
920, bandit, test, 0.203680, 33101, 0.162199
921, ab, control, 0.395451, 36758, 0.239076
921, bandit, control, 0.402692, 59060, 0.240535
921, ab, test, 0.198820, 55442, 0.159294
921, bandit, test, 0.203712, 33140, 0.162218
922, ab, control, 0.395380, 36800, 0.239061
922, bandit, control, 0.402655, 59130, 0.240528
922, ab, test, 0.198829, 55500, 0.159299
922, bandit, test, 0.203648, 33170, 0.162180
923, ab, control, 0.395320, 36841, 0.239049
923, bandit, control, 0.402480, 59198, 0.240494
923, ab, test, 0.198816, 55559, 0.159291
923, bandit, test, 0.203693, 33202, 0.162207
924, ab, control, 0.395250, 36888, 0.239034
924, bandit, control, 0.402477, 59263, 0.240493
924, ab, test, 0.198860, 55612, 0.159318
924, bandit, test, 0.203659, 33237, 0.162187
925, ab, control, 0.395418, 36928, 0.239069
925, bandit, control, 0.402427, 59325, 0.240484
925, ab, test, 0.198807, 55672, 0.159286
925, bandit, test, 0.203636, 33275, 0.162173
926, ab, control, 0.395586, 36973, 0.239104
926, bandit, control, 0.402431, 59394, 0.240484
926, ab, test, 0.198826, 55727, 0.159297
926, bandit, test, 0.203687, 33306, 0.162203
927, ab, control, 0.395359, 37017, 0.239057
927, bandit, control, 0.402415, 59461, 0.240481
927, ab, test, 0.198860, 55783, 0.159317
927, bandit, test, 0.203575, 33339, 0.162137
928, ab, control, 0.395341, 37049, 0.239053
928, bandit, control, 0.402393, 59519, 0.240477
928, ab, test, 0.198922, 55851, 0.159355
928, bandit, test, 0.203709, 33381, 0.162216
929, ab, control, 0.395395, 37087, 0.239064
929, bandit, control, 0.402464, 59578, 0.240491
929, ab, test, 0.198988, 55913, 0.159394
929, bandit, test, 0.203698, 33422, 0.162210
930, ab, control, 0.395356, 37126, 0.239056
930, bandit, control, 0.402404, 59639, 0.240479
930, ab, test, 0.198950, 55974, 0.159371
930, bandit, test, 0.203670, 33461, 0.162193
931, ab, control, 0.395293, 37175, 0.239043
931, bandit, control, 0.402382, 59707, 0.240475
931, ab, test, 0.198893, 56025, 0.159338
931, bandit, test, 0.203684, 33493, 0.162202
932, ab, control, 0.395379, 37220, 0.239061
932, bandit, control, 0.402295, 59777, 0.240458
932, ab, test, 0.198984, 56080, 0.159392
932, bandit, test, 0.203592, 33523, 0.162147
933, ab, control, 0.395555, 37259, 0.239098
933, bandit, control, 0.402299, 59841, 0.240459
933, ab, test, 0.198928, 56141, 0.159358
933, bandit, test, 0.203582, 33559, 0.162141
934, ab, control, 0.395695, 37304, 0.239127
934, bandit, control, 0.402340, 59907, 0.240467
934, ab, test, 0.198911, 56196, 0.159348
934, bandit, test, 0.203525, 33593, 0.162107
935, ab, control, 0.395732, 37346, 0.239135
935, bandit, control, 0.402301, 59975, 0.240459
935, ab, test, 0.198884, 56254, 0.159332
935, bandit, test, 0.203480, 33625, 0.162080
936, ab, control, 0.395748, 37395, 0.239138
936, bandit, control, 0.402249, 60040, 0.240449
936, ab, test, 0.198917, 56305, 0.159352
936, bandit, test, 0.203535, 33660, 0.162114
937, ab, control, 0.395731, 37432, 0.239134
937, bandit, control, 0.402223, 60106, 0.240444
937, ab, test, 0.198889, 56368, 0.159335
937, bandit, test, 0.203656, 33694, 0.162185
938, ab, control, 0.395634, 37474, 0.239114
938, bandit, control, 0.402376, 60175, 0.240474
938, ab, test, 0.198845, 56426, 0.159308
938, bandit, test, 0.203647, 33725, 0.162180
939, ab, control, 0.395724, 37516, 0.239133
939, bandit, control, 0.402450, 60241, 0.240488
939, ab, test, 0.198906, 56484, 0.159345
939, bandit, test, 0.203798, 33759, 0.162269
940, ab, control, 0.395692, 37562, 0.239126
940, bandit, control, 0.402394, 60309, 0.240477
940, ab, test, 0.198840, 56538, 0.159305
940, bandit, test, 0.203723, 33791, 0.162225
941, ab, control, 0.395607, 37603, 0.239108
941, bandit, control, 0.402431, 60378, 0.240484
941, ab, test, 0.198880, 56597, 0.159329
941, bandit, test, 0.203595, 33822, 0.162149
942, ab, control, 0.395665, 37643, 0.239120
942, bandit, control, 0.402468, 60442, 0.240492
942, ab, test, 0.198846, 56657, 0.159309
942, bandit, test, 0.203615, 33858, 0.162161
943, ab, control, 0.395653, 37682, 0.239118
943, bandit, control, 0.402436, 60509, 0.240485
943, ab, test, 0.198843, 56718, 0.159308
943, bandit, test, 0.203653, 33891, 0.162183
944, ab, control, 0.395700, 37723, 0.239128
944, bandit, control, 0.402443, 60575, 0.240487
944, ab, test, 0.198866, 56777, 0.159321
944, bandit, test, 0.203596, 33925, 0.162150
945, ab, control, 0.395832, 37766, 0.239155
945, bandit, control, 0.402394, 60642, 0.240477
945, ab, test, 0.198860, 56834, 0.159317
945, bandit, test, 0.203604, 33958, 0.162154
946, ab, control, 0.395890, 37806, 0.239167
946, bandit, control, 0.402454, 60705, 0.240489
946, ab, test, 0.198826, 56894, 0.159297
946, bandit, test, 0.203589, 33995, 0.162145
947, ab, control, 0.396006, 37853, 0.239191
947, bandit, control, 0.402429, 60771, 0.240484
947, ab, test, 0.198869, 56947, 0.159323
947, bandit, test, 0.203532, 34029, 0.162112
948, ab, control, 0.395925, 37891, 0.239175
948, bandit, control, 0.402403, 60832, 0.240479
948, ab, test, 0.198934, 57009, 0.159362
948, bandit, test, 0.203505, 34068, 0.162095
949, ab, control, 0.395976, 37919, 0.239185
949, bandit, control, 0.402391, 60886, 0.240477
949, ab, test, 0.198945, 57081, 0.159369
949, bandit, test, 0.203582, 34114, 0.162141
950, ab, control, 0.396095, 37953, 0.239210
950, bandit, control, 0.402366, 60947, 0.240472
950, ab, test, 0.198961, 57147, 0.159378
950, bandit, test, 0.203555, 34153, 0.162125
951, ab, control, 0.396130, 37985, 0.239217
951, bandit, control, 0.402390, 61008, 0.240476
951, ab, test, 0.198881, 57215, 0.159330
951, bandit, test, 0.203556, 34192, 0.162126
952, ab, control, 0.395913, 38026, 0.239172
952, bandit, control, 0.402279, 61077, 0.240455
952, ab, test, 0.198851, 57274, 0.159312
952, bandit, test, 0.203401, 34223, 0.162034
953, ab, control, 0.395755, 38064, 0.239139
953, bandit, control, 0.402322, 61145, 0.240463
953, ab, test, 0.198915, 57336, 0.159351
953, bandit, test, 0.203386, 34255, 0.162025
954, ab, control, 0.395758, 38099, 0.239140
954, bandit, control, 0.402307, 61207, 0.240460
954, ab, test, 0.198951, 57401, 0.159372
954, bandit, test, 0.203307, 34293, 0.161978
955, ab, control, 0.395768, 38141, 0.239142
955, bandit, control, 0.402259, 61269, 0.240451
955, ab, test, 0.198977, 57459, 0.159388
955, bandit, test, 0.203344, 34331, 0.162000
956, ab, control, 0.395710, 38182, 0.239130
956, bandit, control, 0.402296, 61333, 0.240458
956, ab, test, 0.199016, 57518, 0.159411
956, bandit, test, 0.203305, 34367, 0.161977
957, ab, control, 0.395846, 38232, 0.239158
957, bandit, control, 0.402296, 61400, 0.240458
957, ab, test, 0.199034, 57568, 0.159422
957, bandit, test, 0.203314, 34400, 0.161982
958, ab, control, 0.395751, 38264, 0.239138
958, bandit, control, 0.402301, 61459, 0.240459
958, ab, test, 0.199042, 57636, 0.159427
958, bandit, test, 0.203275, 34441, 0.161959
959, ab, control, 0.395975, 38308, 0.239185
959, bandit, control, 0.402256, 61523, 0.240450
959, ab, test, 0.199040, 57692, 0.159426
959, bandit, test, 0.203237, 34477, 0.161936
960, ab, control, 0.395859, 38347, 0.239161
960, bandit, control, 0.402176, 61585, 0.240434
960, ab, test, 0.199089, 57753, 0.159455
960, bandit, test, 0.203274, 34515, 0.161958
961, ab, control, 0.395894, 38384, 0.239168
961, bandit, control, 0.402216, 61641, 0.240442
961, ab, test, 0.199097, 57816, 0.159460
961, bandit, test, 0.203247, 34559, 0.161942
962, ab, control, 0.395862, 38425, 0.239162
962, bandit, control, 0.402071, 61703, 0.240414
962, ab, test, 0.199084, 57875, 0.159452
962, bandit, test, 0.203168, 34597, 0.161895
963, ab, control, 0.395866, 38460, 0.239162
963, bandit, control, 0.402033, 61766, 0.240406
963, ab, test, 0.199085, 57940, 0.159453
963, bandit, test, 0.203268, 34634, 0.161955
964, ab, control, 0.395849, 38497, 0.239159
964, bandit, control, 0.402122, 61827, 0.240424
964, ab, test, 0.199110, 58003, 0.159468
964, bandit, test, 0.203271, 34673, 0.161956
965, ab, control, 0.395874, 38540, 0.239164
965, bandit, control, 0.402123, 61889, 0.240424
965, ab, test, 0.199087, 58060, 0.159454
965, bandit, test, 0.203278, 34711, 0.161961
966, ab, control, 0.396003, 38578, 0.239191
966, bandit, control, 0.402018, 61950, 0.240403
966, ab, test, 0.199064, 58122, 0.159440
966, bandit, test, 0.203223, 34750, 0.161928
967, ab, control, 0.395966, 38617, 0.239183
967, bandit, control, 0.401954, 62017, 0.240391
967, ab, test, 0.199079, 58183, 0.159449
967, bandit, test, 0.203375, 34783, 0.162018
968, ab, control, 0.395928, 38656, 0.239175
968, bandit, control, 0.401972, 62079, 0.240394
968, ab, test, 0.199025, 58244, 0.159417
968, bandit, test, 0.203326, 34821, 0.161989
969, ab, control, 0.395834, 38693, 0.239156
969, bandit, control, 0.401934, 62147, 0.240387
969, ab, test, 0.199033, 58307, 0.159421
969, bandit, test, 0.203311, 34853, 0.161980
970, ab, control, 0.395890, 38733, 0.239167
970, bandit, control, 0.401945, 62210, 0.240389
970, ab, test, 0.199034, 58367, 0.159422
970, bandit, test, 0.203296, 34890, 0.161971
971, ab, control, 0.395751, 38782, 0.239138
971, bandit, control, 0.401898, 62287, 0.240380
971, ab, test, 0.199100, 58418, 0.159462
971, bandit, test, 0.203305, 34913, 0.161977
972, ab, control, 0.395838, 38824, 0.239156
972, bandit, control, 0.401860, 62350, 0.240372
972, ab, test, 0.199142, 58476, 0.159487
972, bandit, test, 0.203290, 34950, 0.161968
973, ab, control, 0.395821, 38861, 0.239153
973, bandit, control, 0.401836, 62411, 0.240368
973, ab, test, 0.199149, 58539, 0.159492
973, bandit, test, 0.203292, 34989, 0.161969
974, ab, control, 0.395811, 38915, 0.239151
974, bandit, control, 0.401786, 62481, 0.240358
974, ab, test, 0.199232, 58585, 0.159541
974, bandit, test, 0.203290, 35019, 0.161968
975, ab, control, 0.395822, 38962, 0.239153
975, bandit, control, 0.401848, 62546, 0.240370
975, ab, test, 0.199291, 58638, 0.159577
975, bandit, test, 0.203144, 35054, 0.161881
976, ab, control, 0.395693, 39005, 0.239126
976, bandit, control, 0.401840, 62612, 0.240368
976, ab, test, 0.199301, 58695, 0.159583
976, bandit, test, 0.203118, 35088, 0.161866
977, ab, control, 0.395605, 39044, 0.239108
977, bandit, control, 0.401883, 62675, 0.240377
977, ab, test, 0.199248, 58756, 0.159551
977, bandit, test, 0.203160, 35125, 0.161891
978, ab, control, 0.395665, 39081, 0.239120
978, bandit, control, 0.401865, 62735, 0.240373
978, ab, test, 0.199136, 58819, 0.159484
978, bandit, test, 0.203213, 35165, 0.161922
979, ab, control, 0.395783, 39125, 0.239145
979, bandit, control, 0.401844, 62803, 0.240369
979, ab, test, 0.199134, 58875, 0.159482
979, bandit, test, 0.203199, 35197, 0.161914
980, ab, control, 0.395772, 39164, 0.239143
980, bandit, control, 0.401753, 62867, 0.240351
980, ab, test, 0.199012, 58936, 0.159409
980, bandit, test, 0.203162, 35233, 0.161892
981, ab, control, 0.395709, 39198, 0.239129
981, bandit, control, 0.401802, 62929, 0.240361
981, ab, test, 0.199095, 59002, 0.159459
981, bandit, test, 0.203198, 35271, 0.161913
982, ab, control, 0.395703, 39234, 0.239128
982, bandit, control, 0.401873, 62985, 0.240375
982, ab, test, 0.199133, 59066, 0.159482
982, bandit, test, 0.203256, 35315, 0.161948
983, ab, control, 0.395625, 39272, 0.239112
983, bandit, control, 0.401811, 63052, 0.240363
983, ab, test, 0.199161, 59128, 0.159499
983, bandit, test, 0.203152, 35348, 0.161886
984, ab, control, 0.395618, 39298, 0.239111
984, bandit, control, 0.401803, 63103, 0.240361
984, ab, test, 0.199132, 59202, 0.159481
984, bandit, test, 0.203125, 35397, 0.161870
985, ab, control, 0.395695, 39346, 0.239126
985, bandit, control, 0.401827, 63174, 0.240366
985, ab, test, 0.199126, 59254, 0.159477
985, bandit, test, 0.203071, 35426, 0.161838
986, ab, control, 0.395623, 39391, 0.239112
986, bandit, control, 0.401860, 63241, 0.240372
986, ab, test, 0.199076, 59309, 0.159447
986, bandit, test, 0.203164, 35459, 0.161893
987, ab, control, 0.395592, 39432, 0.239105
987, bandit, control, 0.401750, 63308, 0.240351
987, ab, test, 0.199131, 59368, 0.159480
987, bandit, test, 0.203144, 35492, 0.161881
988, ab, control, 0.395597, 39472, 0.239106
988, bandit, control, 0.401688, 63370, 0.240339
988, ab, test, 0.199115, 59428, 0.159471
988, bandit, test, 0.203012, 35530, 0.161802
989, ab, control, 0.395763, 39511, 0.239141
989, bandit, control, 0.401810, 63433, 0.240362
989, ab, test, 0.199062, 59489, 0.159439
989, bandit, test, 0.202969, 35567, 0.161777
990, ab, control, 0.395707, 39552, 0.239129
990, bandit, control, 0.401843, 63495, 0.240369
990, ab, test, 0.199050, 59548, 0.159431
990, bandit, test, 0.202865, 35605, 0.161715
991, ab, control, 0.395757, 39595, 0.239139
991, bandit, control, 0.401863, 63554, 0.240373
991, ab, test, 0.199094, 59605, 0.159458
991, bandit, test, 0.202884, 35646, 0.161727
992, ab, control, 0.395690, 39632, 0.239126
992, bandit, control, 0.401852, 63613, 0.240371
992, ab, test, 0.199169, 59668, 0.159503
992, bandit, test, 0.203071, 35687, 0.161838
993, ab, control, 0.395658, 39663, 0.239119
993, bandit, control, 0.401891, 63664, 0.240378
993, ab, test, 0.199123, 59737, 0.159476
993, bandit, test, 0.203212, 35736, 0.161922
994, ab, control, 0.395719, 39710, 0.239131
994, bandit, control, 0.401924, 63731, 0.240385
994, ab, test, 0.199047, 59790, 0.159430
994, bandit, test, 0.203193, 35769, 0.161910
995, ab, control, 0.395869, 39753, 0.239163
995, bandit, control, 0.402063, 63801, 0.240412
995, ab, test, 0.199024, 59847, 0.159416
995, bandit, test, 0.203190, 35799, 0.161908
996, ab, control, 0.395909, 39797, 0.239171
996, bandit, control, 0.402132, 63872, 0.240426
996, ab, test, 0.199022, 59903, 0.159415
996, bandit, test, 0.203109, 35828, 0.161860
997, ab, control, 0.395983, 39835, 0.239187
997, bandit, control, 0.402211, 63944, 0.240441
997, ab, test, 0.199099, 59965, 0.159462
997, bandit, test, 0.203034, 35856, 0.161816
998, ab, control, 0.395762, 39875, 0.239140
998, bandit, control, 0.402178, 64009, 0.240435
998, ab, test, 0.199034, 60025, 0.159422
998, bandit, test, 0.203031, 35891, 0.161814
999, ab, control, 0.395717, 39925, 0.239131
999, bandit, control, 0.402123, 64075, 0.240424
999, ab, test, 0.198968, 60075, 0.159382
999, bandit, test, 0.202923, 35925, 0.161750
